date,home,away,text
2014-04-18,Newcastle United,Swansea,"Two tense dressing rooms, two managers contemplating uncertain futures. If the St James' Park crowd would probably not forgive Alan Pardew for a fifth straight defeat, Swansea seem to have forgotten that their mantra is supposed to be all about passing to each other rather than infighting. If Garry Monk's side can retain possession for prolonged periods Newcastle fans are likely to be turn edgy so Pardew may persist with a back five and must pray the returning France striker Loïc Rémy can alter the narrative. Louise Taylor"
2014-04-18,Manchester City,West Bromwich Albion,"By the time West Bromwich Albion arrive at the Etihad Stadium on Monday evening, Manchester City will hope that both Sunderland and Norwich City have done them a big favour by defeating their title rivals, Chelsea and Liverpool. This is how desperate and how far Manuel Pellegrini's band of multi-millionaires have fallen: looking to the Premier League's bottom and 17th-placed teams to get them back in the race following the dismal draw with Sunderland on Wednesday. Jamie Jackson"
2014-04-18,Chelsea FC,Sunderland AFC,"Manchester City's midweek toils against the division's bottom club should serve as a warning to Chelsea, who aspire to reclaim leadership of the division for one night at least with an onerous fixture list ahead. José Mourinho will balance his selection with the Champions League semi-finals to come and next weekend's trip to Liverpool stretching his squad's resources. Sunderland must seek to repeat their resounding 3-0 success of November 2010 in these parts, but they did eliminate a strong Chelsea team from the League Cup in December. Gus Poyet is back in familiar territory. He will be craving an unfamiliar result. Dominic Fifield"
2014-04-18,Everton FC,Manchester United,David Moyes brings a team he needs to rebuild to the home of one he built over 11 years and where he will hope to get a decent reception to recognise his galvanising of a club who in the 90s twice went to the final day before ensuring Premier League status. Everton are still smarting from the midweek home loss to Palace and looking for a first double over United since 1969-70. Mark Tallentire
2014-04-18,Tottenham Hotspur,Fulham FC,"Fulham won this fixture last season and what they would not give for the same again. The scrutiny that has been placed on the run-in has long since reached head-wrecking levels and, realistically, Fulham know that they need to win at home to Hull and Crystal Palace. But something here, against a team that seemingly cannot start matches properly, would be a delicious tonic in the battle to prolong their 13-year association with the Premier League. David Hytner"
2014-04-18,Norwich City,Liverpool FC,"This match is the calm between the storms for Liverpool coming as it does after the win against Manchester City and before the visit of Chelsea, yet it is equally important for Brendan Rodgers' title-chasing side. Luis Suárez will relish the occasion given he has scored 11 times in his past four games against Norwich, who will be managed at home for the first time by Neil Adams. Sachin Nakrani"
2014-04-18,West Ham United,Crystal Palace,"Tony Pulis and Sam Allardyce are often depicted as being from the same mould but while the West Ham manager has been booed by his own fans this season because of a lack of sparkling football, Pulis is basking in acclaim thanks to a run of four straight wins that has guaranteed Palace's survival and sees Jason Puncheon mounting a late push for an England World Cup call-up. West Ham will have their work cut out to send their fans home happy. Paul Doyle"
2014-04-18,Hull City,Arsenal FC,"After last weekend's Wembley exertions, this game is now an FA Cup final rehearsal, although both sides have some unfinished business to attend to before they can start thinking about 17 May. Hull need another win to kill off any lingering relegation fears while Arsène Wenger, having seen fourth place rapidly reclaimed from Everton in midweek, will very much want to stay there. Paul Chronnell"
2014-04-25,Stoke City,Tottenham Hotspur,"Despite taking seven points from their past three games, Tottenham are highly unlikely to have a chance of securing fourth place. A victory for Stoke will give them a first of five successive Premier League home wins, a record that the club and the manager, Mark Hughes, wholly deserve. A win will also virtually guarantee their place in the top 10 to cap a fine first season for the Welshman. Charlotte Trundley"
2014-04-25,Southampton FC,Everton FC,"Everton's Champions League dream remains alive after last week's victory over Manchester United. They are a point behind fourth-placed Arsenal but they cannot afford a slip-up against Southampton, who will be encouraged by the news that Roberto Martinez's side will be without their first-choice centre-backs, Sylvain Distin and Phil Jagielka, through injury; Rickie Lambert will hope to capitalise on any unfamiliarity between Antolín Alcaraz and John Stones. However Southampton have injury problems of their own and are without a victory in their past three matches. Jacob Steinberg"
2014-04-25,Liverpool FC,Chelsea FC,"Victory for Liverpool for the 12th successive league game would surely mean that their 24-year wait for the league title is over, but Brendan Rodgers knows that even Chelsea's supposed 'second XI' is a formidable barrier to that aim. José Mourinho will still select 11 players who are the envy of most of the Premier League, and it goes without saying he won't simply give up the title race. Paul Chronnell"
